model_name,problem_id,problem_section,problem_section_id,problem_difficulty,expected_answer,response_tokens,response_latency,answer_correct,solution_validity,error_type,completeness,clarity,brief_comment,_judge_model,_judge_input_tokens,_judge_output_tokens
DeepSeek-R1,DM-10,Дискретная математика и математическая логика,DM,2,"База n=1: 1=1·2·3/6=1 ✓. Шаг: предполагаем для n, проверяем для n+1: n(n+1)(2n+1)/6 + (n+1)² = (n+1)(n+2)(2n+3)/6.",1644,20.41,1,3,NONE,2,2,"Безупречное доказательство методом математической индукции с правильной базой, корректным индукционным переходом и детальными алгебраическими выкладками.",anthropic/claude-sonnet-4,1585,110
DeepSeek-R1,DM-11,Дискретная математика и математическая логика,DM,3,а) Нет (все вершины нечётной степени 3). б) Нет (классический результат). в) χ=3.,3885,151.25,1,2,PE,1,1,"Правильные ответы на все три вопроса, но решение части в) не завершено и содержит путаницу в описании структуры графа Петерсена.",anthropic/claude-sonnet-4,2344,108
DeepSeek-R1,DM-12,Дискретная математика и математическая логика,DM,3,A(x)=2x/(1−2x)²=Σn·2ⁿ·xⁿ. aₙ=n·2ⁿ⁻¹ (n≥1). a₁₀=10·2⁹=5120.,4333,164.02,0,2,AE,2,2,"Решение методически правильное и хорошо структурированное, но содержит арифметическую ошибку в формуле общего члена: получено aₙ = n·2ⁿ вместо правильного aₙ = n·2ⁿ⁻¹, что привело к неверному значению a₁₀ = 10240 вместо 5120.",anthropic/claude-sonnet-4,2893,169
DeepSeek-R1,DM-13,Дискретная математика и математическая логика,DM,3,"а) Полная (не в T₀: 1; не в T₁: ⊕(1,1)=0; не в S: ∧; не в M: ⊕; не в L: ∧). б) Не полная (⊂T₁). в) Полная. г) Не полная (⊂T₀: ↔(0,0)=1? Нет. Проверка: {↔,∨}⊂S — нет. Подробно: ∨∈T₀∩T₁∩M, ↔∈T₀? ↔(0,0)=1, значит ↔∉T₀. Но {↔,∨} ⊂ класс линейных? Нет. Фактически не полная: ⊂T₁).",5529,215.0,1,3,NONE,2,2,"Решение полностью корректно, систематично проверены все классы Поста для каждой системы функций с правильными выводами о полноте.",anthropic/claude-sonnet-4,2409,104
DeepSeek-R1,DM-14,Дискретная математика и математическая логика,DM,3,"Синдром s=(s₁,s₂,s₃)=(1,1,0)₂=6. Ошибка в бите 6. Исправленное: 1010100. dₘᵢₙ=3.",3223,30.93,0,1,PE,2,2,"Правильная методология и структура решения, но неверное определение позиций битов в коде Хэмминга привело к неправильному синдрому и итоговому ответу.",anthropic/claude-sonnet-4,1325,113
DeepSeek-R1,DM-15,Дискретная математика и математическая логика,DM,3,"D₃₀={1,2,3,5,6,10,15,30}. 6 максимальных цепей длины 4 (например 1→2→6→30). Макс. антицепь: {6,10,15} (размер 3). Да, решётка. Изоморфна 2^{2,3,5} (каждый делитель ↔ подмножество простых).",1869,19.65,1,3,NONE,2,2,"Полное и корректное решение всех пунктов задачи с правильной диаграммой Хассе, максимальными цепями, антицепями и доказательством изоморфизма.",anthropic/claude-sonnet-4,1500,118
DeepSeek-R1,MM-1,Математические методы,MM,1,"n = 5, Σx = 15, Σy = 26,1, Σxy = 93,4, Σx² = 55.
b = (nΣxy − ΣxΣy)/(nΣx² − (Σx)²) = (467 − 391,5)/(275 − 225) = 75,5/50 = 1,51.
a = (Σy − bΣx)/n = (26,1 − 1,51·15)/5 = 3,45/5 = 0,69.
Ответ: ŷ = 0,69 + 1,51x.
",2603,98.58,1,3,NONE,2,2,"Решение выполнено безупречно с подробными пояснениями, правильными вычислениями и корректным финальным ответом.",anthropic/claude-sonnet-4,2216,102
DeepSeek-R1,MM-2,Математические методы,MM,1,"x̄ = 35, ȳ = 31,167.
Σ(xᵢ − x̄)(yᵢ − ȳ) = 1165.
√Σ(xᵢ − x̄)² = √1750 ≈ 41,833.
√Σ(yᵢ − ȳ)² = √830,833 ≈ 28,824.
r = 1165 / (41,833 · 28,824) ≈ 0,966.
Ответ: r ≈ 0,966.
",6530,252.2,1,2,AE,2,2,"Решение методически правильное с детальными вычислениями, но есть небольшая арифметическая неточность в промежуточном вычислении квадратного корня.",anthropic/claude-sonnet-4,2275,112
DeepSeek-R1,MM-3,Математические методы,MM,1,"Всего: 5 Да, 3 Нет. H(S) = −(5/8)log₂(5/8) − (3/8)log₂(3/8) ≈ 0,954.
Температура: Жарко → (1 Да, 3 Нет), Холодно → (4 Да, 0 Нет).
H(Жарко) ≈ 0,811, H(Холодно) = 0.
H(S|Темп) = 4/8 · 0,811 + 4/8 · 0 = 0,406. IG(Темп) ≈ 0,549.
Влажность: Высокая → (2 Да, 2 Нет), Низкая → (3 Да, 1 Нет).
H(S|Влаж) = 4/8 · 1,0 + 4/8 · 0,811 = 0,906. IG(Влаж) ≈ 0,049.
Лучший признак — Температура (IG = 0,549 > 0,049).
Дерево: корень — Температура; ветвь «Холодно» → лист «Да»;
ветвь «Жарко» → подузел Влажность: «Низкая» → «Да» (неточно, 1 из 2), «Высокая» → «Нет».
",4059,165.0,0,2,PE,2,2,"Все вычисления корректны и лучший признак определен правильно, но в финальном дереве для ветки «Жарко→Низкая» должно быть «Да» вместо «Нет».",anthropic/claude-sonnet-4,3284,122
DeepSeek-R1,MM-4,Математические методы,MM,1,"n = 6, Σx = 21, Σy = 30,5, Σxy = 124,3, Σx² = 91.
b = (6·124,3 − 21·30,5)/(6·91 − 441) = (745,8 − 640,5)/(546 − 441) = 105,3/105 ≈ 1,003 (точнее: 1,1286).
Точный расчёт: b = (nΣxy − ΣxΣy)/(nΣx² − (Σx)²) = (745,8 − 640,5)/105 ≈ 1,129.
a = (30,5 − 1,129·21)/6 ≈ 1,133.
ŷ = 1,133 + 1,129x.
SS_tot = Σ(yᵢ − ȳ)² ≈ 23,108, SS_res = Σ(yᵢ − ŷᵢ)² ≈ 0,819.
R² = 1 − SS_res/SS_tot = 1 − 0,819/23,108 ≈ 0,965.
Ответ: R² ≈ 0,965.
",4128,158.14,0,1,AE,0,1,"Решение начато правильно, но содержит арифметическую ошибку в расчете Σxy (126,5 вместо 124,3) и обрывается на середине вычисления R².",anthropic/claude-sonnet-4,2980,119
DeepSeek-R1,MM-5,Математические методы,MM,1,"Ошибки eᵢ = yᵢ − ŷᵢ: −2, 1, 2, −2, 1.
|eᵢ|: 2, 1, 2, 2, 1.
MAE = (2 + 1 + 2 + 2 + 1)/5 = 8/5 = 1,6.
eᵢ²: 4, 1, 4, 4, 1.
MSE = (4 + 1 + 4 + 4 + 1)/5 = 14/5 = 2,8.
Ответ: MAE = 1,6; MSE = 2,8.
",1203,47.71,1,3,NONE,2,2,"Решение выполнено безупречно с правильными формулами, детальными вычислениями и корректными результатами.",anthropic/claude-sonnet-4,1779,97
DeepSeek-R1,MM-6,Математические методы,MM,2,"Матрица X (с единичным столбцом):
X'X = [[6, 21, 15], [21, 91, 59], [15, 59, 43]].
X'y = [63, 261, 177].
Решение системы нормальных уравнений (X'X)b = X'y:
b₀ ≈ 0,667, b₁ ≈ 1,778, b₂ ≈ 1,444.
Ответ: ŷ ≈ 0,67 + 1,78x₁ + 1,44x₂.
",6389,242.58,0,1,IE,0,1,Решение обрывается на середине вычислений и не содержит финального ответа с коэффициентами регрессии.,anthropic/claude-sonnet-4,2832,97
DeepSeek-R1,MM-7,Математические методы,MM,2,"а) F = (SS_reg/k) / (SS_res/(n−k−1)) = (100,167/2) / (1,333/3) = 50,083/0,444 ≈ 112,69.
F = 112,69 > F_кр = 9,55 → регрессия значима.
б) t(b₀) = 0,667/0,770 ≈ 0,87 — незначим (|0,87| < 3,182).
   t(b₁) = 1,778/0,213 ≈ 8,36 — значим (|8,36| > 3,182).
   t(b₂) = 1,444/0,380 ≈ 3,81 — значим (|3,81| > 3,182).
Ответ: регрессия в целом значима; коэффициенты b₁ и b₂ значимы, b₀ — нет.
",2033,85.16,0,1,IE,1,2,"ИИ правильно решил часть (а), но отказался решать часть (б), не поняв, что коэффициенты можно взять из эталонного ответа или что это типовая задача с известными значениями.",anthropic/claude-sonnet-4,2129,125
DeepSeek-R1,MM-8,Математические методы,MM,2,"Всего: 5 Да, 3 Нет.
H(S) = −(5/8)log₂(5/8) − (3/8)log₂(3/8) ≈ 0,954.
Цена=Низкая: 4 Да, 0 Нет → H = 0.
Цена=Высокая: 1 Да, 3 Нет → H = −(1/4)log₂(1/4) − (3/4)log₂(3/4) ≈ 0,811.
H(S|Цена) = 4/8 · 0 + 4/8 · 0,811 ≈ 0,406.
IG(Цена) = 0,954 − 0,406 ≈ 0,549.
Качество=Хорошее: 3 Да, 1 Нет → H ≈ 0,811.
Качество=Плохое: 2 Да, 2 Нет → H = 1,000.
H(S|Качество) = 4/8 · 0,811 + 4/8 · 1,000 ≈ 0,906.
IG(Качество) = 0,954 − 0,906 ≈ 0,049.
Ответ: IG(Цена) ≈ 0,549, IG(Качество) ≈ 0,049. Лучший признак — Цена.
",2980,123.54,0,1,IE,0,0,Решение обрывается на середине вычисления Information Gain и не содержит финального ответа о лучшем признаке.,anthropic/claude-sonnet-4,3433,89
DeepSeek-R1,MM-9,Математические методы,MM,2,"Ранги по математике Rₓ: 4, 6, 2, 7, 5, 1, 8, 3.
Ранги по физике Rᵧ:     4, 5, 2, 8, 6, 1, 7, 3.
dᵢ = Rₓᵢ − Rᵧᵢ:        0, 1, 0, −1, −1, 0, 1, 0.
dᵢ²:                     0, 1, 0, 1, 1, 0, 1, 0.
Σdᵢ² = 4, n = 8.
rₛ = 1 − 6Σdᵢ²/(n(n²−1)) = 1 − 6·4/(8·63) = 1 − 24/504 ≈ 0,952.
Ответ: rₛ ≈ 0,952.
",2744,121.61,0,1,PE,2,2,"Решение методически правильное и подробное, но содержит ошибки в присвоении рангов - используется убывающий порядок вместо возрастающего, что привело к неверному итоговому ответу.",anthropic/claude-sonnet-4,2852,124
DeepSeek-R1,MM-10,Математические методы,MM,2,"а) ŷ₀ = 0,69 + 1,51·7 = 11,26.
б) x̄ = 3, Σ(xᵢ − x̄)² = 10, s ≈ 0,149.
SE_прогн = s · √(1 + 1/n + (x₀−x̄)²/Σ(xᵢ−x̄)²) = 0,149 · √(1 + 0,2 + 16/10)
= 0,149 · √2,8 ≈ 0,149 · 1,673 ≈ 0,250.
Интервал: ŷ₀ ± t · SE = 11,26 ± 3,182 · 0,250 = 11,26 ± 0,796.
Ответ: (10,46; 12,06).
",2625,111.29,1,3,NONE,2,2,"Решение выполнено безупречно с правильными вычислениями, четкой структурой и корректными финальными ответами.",anthropic/claude-sonnet-4,2631,100
DeepSeek-R1,MM-11,Математические методы,MM,3,"Студент A: z = −4 + 0,05·40 + 1,2·3,0 = −4 + 2 + 3,6 = 1,6. P = 1/(1+e^{−1,6}) ≈ 0,832. Класс: 1.
Студент B: z = −4 + 0,05·60 + 1,2·2,5 = −4 + 3 + 3 = 2,0. P = 1/(1+e^{−2}) ≈ 0,881. Класс: 1.
Студент C: z = −4 + 0,05·80 + 1,2·3,5 = −4 + 4 + 4,2 = 4,2. P = 1/(1+e^{−4,2}) ≈ 0,985. Класс: 1.
Студент D: z = −4 + 0,05·20 + 1,2·2,0 = −4 + 1 + 2,4 = −0,6. P = 1/(1+e^{0,6}) ≈ 0,354. Класс: 0.
Студент E: z = −4 + 0,05·50 + 1,2·3,2 = −4 + 2,5 + 3,84 = 2,34. P = 1/(1+e^{−2,34}) ≈ 0,912. Класс: 1.
Ответ: A → 1, B → 1, C → 1, D → 0, E → 1.
",2006,86.39,1,3,NONE,2,2,"Решение полностью корректное, все вычисления выполнены правильно, результаты совпадают с эталоном, оформление образцовое.",anthropic/claude-sonnet-4,3378,106
DeepSeek-R1,MM-12,Математические методы,MM,3,"а) CV-MSE = (2,1 + 3,5 + 1,8 + 2,9 + 2,2)/5 = 12,5/5 = 2,50.
б) s² = Σ(MSEᵢ − CV-MSE)²/(k−1) = (0,16 + 1,00 + 0,49 + 0,16 + 0,09)/4 = 1,90/4 = 0,475.
   s = √0,475 ≈ 0,689.
в) SE = s/√k = 0,689/√5 ≈ 0,308.
   ДИ: 2,50 ± 2,776 · 0,308 = 2,50 ± 0,86 → (1,64; 3,36).
г) Линейная регрессия: CV-MSE = 2,50 ± 0,69.
   Дерево решений: CV-MSE = 3,10 ± 0,80.
   Линейная регрессия предпочтительнее: её средняя ошибка ниже (2,50 < 3,10),
   а дисперсия по фолдам также меньше (0,69 < 0,80), что говорит о более стабильной модели.
",1948,83.52,0,2,CE,2,2,"Решение технически корректно выполнено, но содержит концептуальную ошибку в части г) - неверно утверждается статистическая значимость различий и неправильно интерпретируется доверительный интервал для сравнения моделей.",anthropic/claude-sonnet-4,2886,135
DeepSeek-R1,MM-13,Математические методы,MM,3,"n = 30, ln(30) ≈ 3,401.
Модель 1: AIC₁ = 30·ln(120/30) + 2·3 = 30·ln(4) + 6 = 30·1,386 + 6 = 41,589 + 6 = 47,589.
          BIC₁ = 30·ln(4) + 3·3,401 = 41,589 + 10,204 = 51,793.
Модель 2: AIC₂ = 30·ln(85/30) + 2·4 = 30·ln(2,833) + 8 = 30·1,041 + 8 = 31,244 + 8 = 39,244.
          BIC₂ = 30·ln(2,833) + 4·3,401 = 31,244 + 13,604 = 44,848.
б) По AIC: Модель 2 лучше (39,24 < 47,59). По BIC: Модель 2 лучше (44,85 < 51,79).
в) BIC штрафует за сложность сильнее при n > 8 (штраф k·ln(n) > 2k).
   При близких SS_res BIC может предпочесть более простую модель, а AIC — более сложную.
   В данном случае выигрыш от снижения SS_res достаточен для обоих критериев.
",2159,83.56,1,3,NONE,2,2,"Решение полностью корректное с детальными вычислениями, правильными ответами и исчерпывающим объяснением различий между критериями.",anthropic/claude-sonnet-4,2932,106
DeepSeek-R1,MM-14,Математические методы,MM,3,"а) det(X'X) = 36 − 4 = 32.
   (X'X)⁻¹ = (1/32)·[[6,−2],[−2,6]].
   β̂ = (1/32)·[6·16 + (−2)·4, (−2)·16 + 6·4] = (1/32)·[88, −8] = [2,75; −0,25].
б) X'X + 2I = [[8, 2], [2, 8]], det = 60.
   (X'X + 2I)⁻¹ = (1/60)·[[8,−2],[−2,8]].
   β̂_Ridge = (1/60)·[128 − 8, −32 + 32] = (1/60)·[120, 0] = [2,0; 0,0].
в) X'X + 4I = [[10, 2], [2, 10]], det = 96.
   β̂_Ridge = (1/96)·[160 − 8, −32 + 40] = (1/96)·[152, 8] ≈ [1,583; 0,083].
г) При увеличении λ коэффициенты сжимаются к нулю.
   Ridge никогда не обнуляет коэффициенты точно (исключение λ=2 в данном случае — совпадение).
д) Lasso при λ = 2: малый коэффициент β₂ (= −0,25 при OLS) был бы обнулён ровно
   (L₁-штраф порождает разреженные решения). β₁ был бы сжат, но остался бы ненулевым.
   Примерный результат Lasso: β̂ ≈ [2,17; 0] (Lasso зануляет β₂).
",3367,125.25,1,2,NONE,1,2,"Решение корректное и хорошо оформленное, но обрывается на пункте в) и не содержит пунктов г) и д).",anthropic/claude-sonnet-4,3299,104
DeepSeek-R1,MM-15,Математические методы,MM,3,"P = 5 (класс 1), N = 5 (класс 0). Объекты уже упорядочены по убыванию P(Y=1).
а) Точки ROC-кривой (FPR, TPR):
   Начало: (0; 0).
   После объекта 1 (класс 1): TP=1, FP=0 → (0; 0,2).
   После объекта 2 (класс 1): TP=2, FP=0 → (0; 0,4).
   После объекта 3 (класс 0): TP=2, FP=1 → (0,2; 0,4).
   После объекта 4 (класс 1): TP=3, FP=1 → (0,2; 0,6).
   После объекта 5 (класс 0): TP=3, FP=2 → (0,4; 0,6).
   После объекта 6 (класс 1): TP=4, FP=2 → (0,4; 0,8).
   После объекта 7 (класс 0): TP=4, FP=3 → (0,6; 0,8).
   После объекта 8 (класс 0): TP=4, FP=4 → (0,8; 0,8).
   После объекта 9 (класс 1): TP=5, FP=4 → (0,8; 1,0).
   После объекта 10 (класс 0): TP=5, FP=5 → (1,0; 1,0).
б) AUC (метод трапеций):
   AUC = 0·(0,2−0)/2 + 0·(0,4−0,2)/2 + 0,2·(0,4+0,4)/2 + 0·(0,6−0,4)/2
       + 0,2·(0,6+0,6)/2 + 0·(0,8−0,6)/2 + 0,2·(0,8+0,8)/2 + 0,2·(0,8+0,8)/2
       + 0·(1,0−0,8)/2 + 0,2·(1,0+1,0)/2
   AUC = 0 + 0 + 0,08 + 0 + 0,12 + 0 + 0,16 + 0,16 + 0 + 0,20 = 0,72.
   Проверка методом пар: 18 согласованных из 25 пар → AUC = 18/25 = 0,72. ✓
в) AUC = 0,72 — модель имеет удовлетворительную дискриминирующую способность
   (случайный классификатор даёт AUC = 0,5, идеальный — AUC = 1,0).
",4688,197.04,1,3,NONE,2,2,"Решение полностью корректное, хорошо структурированное с детальными вычислениями и правильной интерпретацией результата.",anthropic/claude-sonnet-4,3820,102
DeepSeek-R1,MS-1,Математическая статистика,MS,1,"EX̄ = a, DX̄ = σ²/n, X̄ ~ N(a, σ²/n)",1722,74.42,1,3,NONE,2,2,"Решение полное, математически безупречное, с подробными выкладками и правильным использованием свойств математического ожидания и дисперсии.",anthropic/claude-sonnet-4,2280,106
DeepSeek-R1,MS-2,Математическая статистика,MS,1,"a* = X̄, D* = X̄² − (X̄)² = S²",2006,83.42,1,3,NONE,2,2,"Решение полностью корректно, методически безупречно и содержит все необходимые шаги с ясными объяснениями.",anthropic/claude-sonnet-4,1795,100
DeepSeek-R1,MS-3,Математическая статистика,MS,1,"a* = X̄, D* = (1/n)Σ(Xᵢ − X̄)² = S²",3075,126.11,1,3,NONE,2,2,"Решение полное, методически безупречное с правильными выкладками и итоговыми формулами, совпадающими с эталоном.",anthropic/claude-sonnet-4,2219,103
DeepSeek-R1,MS-4,Математическая статистика,MS,1,(X̄ − z_{1−α/2}·σ/√n; X̄ + z_{1−α/2}·σ/√n),1638,15.68,1,3,NONE,2,2,"Решение полностью корректно, все шаги логично выстроены, финальный ответ совпадает с эталоном.",anthropic/claude-sonnet-4,1614,99
DeepSeek-R1,MS-5,Математическая статистика,MS,1,"(80.11; 119.89), n = 792",5558,221.12,0,2,CE,2,2,"Доверительный интервал построен правильно, но при расчете объема выборки использовано нормальное распределение вместо t-распределения, что дало неточный результат.",anthropic/claude-sonnet-4,2573,113
DeepSeek-R1,MS-6,Математическая статистика,MS,2,"Eθ* = nθ/(n+1), b(θ) = −θ/(n+1). Смещённая, но состоятельная.",2132,27.77,1,3,NONE,2,2,"Решение полное, математически корректное и хорошо структурированное с правильными выводами о смещённости и состоятельности оценки.",anthropic/claude-sonnet-4,1603,104
DeepSeek-R1,MS-7,Математическая статистика,MS,2,"EX₁ = α/λ, EX₁² = α(α+1)/λ². Откуда: λ* = X̄/(X̄² − (X̄)²), α* = (X̄)²/(X̄² − (X̄)²)",3774,257.15,1,3,NONE,2,2,"Решение полное, методически правильное и хорошо структурированное, финальный ответ совпадает с эталоном.",anthropic/claude-sonnet-4,2549,99
DeepSeek-R1,MS-9,Математическая статистика,MS,2,I(θ) = 1/(θ(1−θ)). Нижняя граница: θ(1−θ)/n. DX̄ = θ(1−θ)/n. Оценка эффективна.,2080,57.41,0,1,IE,0,0,Решение обрывается на середине вычисления информации Фишера и не содержит финального ответа.,anthropic/claude-sonnet-4,1459,84
DeepSeek-R1,MS-10,Математическая статистика,MS,2,"По ЦПТ: T(X) = (X̄ − λ)/√(X̄/n) → N(0,1). ДИ: (X̄ − z·√(X̄/n); X̄ + z·√(X̄/n))",3511,84.78,0,1,IE,0,0,Решение обрывается на середине формулы и не содержит финального доверительного интервала.,anthropic/claude-sonnet-4,1170,81
DeepSeek-R1,MS-11,Математическая статистика,MS,3,"ES² = (n−1)θ/n, b₁ = −θ/n (смещённая). ES₀² = θ, b₂ = 0 (несмещённая). Обе состоятельные.",2383,95.59,0,2,CE,1,2,"Решение методически правильное и хорошо структурированное, но содержит концептуальную ошибку в обозначениях S² и S₀², что привело к неверным выводам о несмещенности.",anthropic/claude-sonnet-4,2594,122
DeepSeek-R1,MS-12,Математическая статистика,MS,3,L(θ) = θ^{n₁}(2θ)^{n₂}(1−3θ)^{n₃}. dL/dθ = 0 → θ* = (n₁+n₂)/(3n),4318,177.51,1,2,NONE,1,2,"Решение математически корректное и хорошо структурированное, но обрывается на проверке допустимости, не завершив полностью последний шаг.",anthropic/claude-sonnet-4,2644,107
DeepSeek-R1,MS-13,Математическая статистика,MS,3,"Через распределение Γ(α,n): D(1/X̄) = α²/(n(n−2)). D(α*) = α²(n−1)²/(n²(n−2)). Граница Рао-Крамера: α²/n. Не эффективна при конечном n, но асимптотически эффективна.",9685,372.27,0,1,IE,0,0,Решение обрывается на середине вычисления информации Фишера и не доходит до проверки эффективности через сравнение дисперсии с границей Рао-Крамера.,anthropic/claude-sonnet-4,2557,108
DeepSeek-R1,MS-14,Математическая статистика,MS,3,"T ~ t(n−1). ДИ: (X̄ − t_{α/2,n−1}·S₀/√n; X̄ + t_{α/2,n−1}·S₀/√n)",2203,27.47,0,2,PE,2,2,"Решение методически верное и полное, но используется неправильное обозначение квантиля t_{1-α/2} вместо t_{α/2}, что приводит к неточности в финальном ответе.",anthropic/claude-sonnet-4,1808,120
DeepSeek-R1,MS-15,Математическая статистика,MS,3,"T = (X̄−Ȳ)/√(S²_pool·(1/n+1/m)) ~ t(n+m−2), где S²_pool = ((n−1)S₀²(X)+(m−1)S₀²(Y))/(n+m−2)",2843,109.55,1,2,NONE,1,2,"Решение математически корректно и хорошо структурировано, но обрывается на построении доверительного интервала, не доведя его до конца.",anthropic/claude-sonnet-4,2686,105
DeepSeek-R1,NT-1,Теория чисел и комбинаторика,NT,1,n³−n = n(n−1)(n+1) — произведение трёх последовательных. Делится на 2 и на 3.,810,9.21,1,3,NONE,2,2,"Безупречное доказательство с правильным разложением на множители, корректным обоснованием делимости на 2 и 3, и логичным выводом.",anthropic/claude-sonnet-4,1012,109
DeepSeek-R1,NT-2,Теория чисел и комбинаторика,NT,1,252=1·198+54; 198=3·54+36; 54=1·36+18; 36=2·18+0. НОД=18,946,37.51,1,3,NONE,2,0,Решение выполнено безупречно с подробными объяснениями каждого шага алгоритма Евклида и правильным финальным ответом.,anthropic/claude-sonnet-4,1151,99
DeepSeek-R1,NT-3,Теория чисел и комбинаторика,NT,1,"2³≡1 (mod 7), цикл=3. 100=33·3+1. 2¹⁰⁰≡2 (mod 7). Ответ: 2",1623,68.72,1,2,PE,2,2,"Правильный ответ получен двумя методами, но есть процедурная ошибка в записи 1·16≡16 вместо 1·2⁴≡16.",anthropic/claude-sonnet-4,1415,112
DeepSeek-R1,NT-4,Теория чисел и комбинаторика,NT,1,"C(10,3) = 120",770,34.36,1,3,NONE,2,2,"Безупречное решение с правильной формулой, корректными вычислениями и отличным объяснением всех шагов.",anthropic/claude-sonnet-4,1016,99
DeepSeek-R1,NT-5,Теория чисел и комбинаторика,NT,1,"12 возможных остатков, 13 чисел → по принципу Дирихле два совпадают.",1023,41.65,1,3,NONE,2,2,"Безупречное доказательство с правильным применением принципа Дирихле, четкой структурой и полным обоснованием всех шагов.",anthropic/claude-sonnet-4,1299,106
DeepSeek-R1,NT-6,Теория чисел и комбинаторика,NT,2,2¹²≡1 (mod 13). 200=16·12+8. 2²⁰⁰≡2⁸=256≡9 (mod 13). Ответ: 9,1545,15.29,1,3,NONE,2,2,"Решение безупречно: правильно применена малая теорема Ферма, все вычисления корректны, структура изложения образцовая.",anthropic/claude-sonnet-4,1471,104
DeepSeek-R1,NT-7,Теория чисел и комбинаторика,NT,2,360=2³·3²·5. φ(360)=360·(1−½)·(1−⅓)·(1−⅕)=96,1505,65.08,1,3,NONE,2,2,"Решение полностью корректное, подробное и хорошо структурированное с правильным применением формулы функции Эйлера.",anthropic/claude-sonnet-4,1355,101
DeepSeek-R1,NT-8,Теория чисел и комбинаторика,NT,2,|A₂∪A₃∪A₅|=734. Ответ: 1000−734=266,4040,157.25,1,3,NONE,2,2,"Безупречное решение с правильным применением принципа включения-исключения, корректными вычислениями и дополнительной проверкой через функцию Эйлера.",anthropic/claude-sonnet-4,2240,113
DeepSeek-R1,NT-9,Теория чисел и комбинаторика,NT,3,"Частичные суммы S₁,...,Sₙ. Если Sₖ≡0 — готово. Иначе среди n остатков из {1,...,n−1} по Дирихле Sᵢ≡Sⱼ, тогда aᵢ₊₁+...+aⱼ делится на n.",5521,226.18,1,3,NONE,2,2,"Безупречное доказательство с правильным применением принципа Дирихле, подробными объяснениями и наглядным примером.",anthropic/claude-sonnet-4,2207,102
DeepSeek-R1,NT-10,Теория чисел и комбинаторика,NT,3,"Нет. Сумма 1+...+2025 = 2051325 (нечётная). Операция сохраняет чётность суммы (a+b ≡ |a−b| mod 2). Сумма останется нечётной, а 0 — чётное.",1381,18.74,1,2,AE,2,2,"Правильный подход и ответ, но есть арифметическая ошибка в вычислении суммы (должно быть 2051325, а не 2025×1013).",anthropic/claude-sonnet-4,1105,113
DeepSeek-R1,NT-11,Теория чисел и комбинаторика,NT,3,"n⁵−n=n(n⁴−1)=n(n²−1)(n²+1). Делится на 2 (n(n−1)), на 3 (n(n−1)(n+1)), на 5 (малая Ферма: n⁵≡n mod 5). Итого на 30.",2970,114.5,1,3,NONE,2,2,"Безупречное решение с правильной структурой доказательства, корректным применением малой теоремы Ферма и четким обоснованием всех шагов.",anthropic/claude-sonnet-4,1536,110
DeepSeek-R1,NT-12,Теория чисел и комбинаторика,NT,3,"Не всегда. Контрпример: 5×15, S=75, S/2=37.5. Нужен прямоугольник с S=37 или 38. Варианты: 1×37, 1×38, 2×19. Диагональ 5×15 = √250 < 16. Но длинная сторона каждого варианта ≥ 19 > √250. Не влезает.",15324,652.69,1,2,NONE,2,2,"Корректный контрпример с правильным обоснованием через сравнение диагоналей, хотя пример отличается от эталонного.",anthropic/claude-sonnet-4,2245,104
DeepSeek-R1,NT-13,Теория чисел и комбинаторика,NT,3,"Да. Пример: 2, 30, 42, 3, 70, 7, 105, 5 (по вершинам куба).",10861,467.47,1,3,NONE,2,2,Решение полное и корректное с детальной проверкой всех условий и правильным использованием двудольной структуры куба.,anthropic/claude-sonnet-4,2534,100
DeepSeek-R1,NT-14,Теория чисел и комбинаторика,NT,3,TBD (требует детального решения),28764,1164.31,0,1,CE,0,1,"Решение содержит правильную идею с графом и компонентами связности, но имеет концептуальную ошибку в понимании того, что наибольшая разность не обязательно равна максимальному диаметру компоненты, и не завершено.",anthropic/claude-sonnet-4,2606,136
DeepSeek-V4-Flash,DE-1,Дифференциальные уравнения,DE,3,"Доказательство через жорданову нормальную форму: A = PJP^{-1}, e^A = Pe^JP^{-1}, det(e^A) = det(e^J) = произведение e^{λ_i} = e^{Σλ_i} = e^{tr A}",1987,20.06,1,3,NONE,2,2,Безупречное доказательство с детальным разбором жордановой формы и корректными вычислениями для каждого блока.,anthropic/claude-sonnet-4,2071,100
DeepSeek-V4-Flash,DE-2,Дифференциальные уравнения,DE,3,x(t) = ∫_{-∞}^{t} e^{-(t-s)} f(s) ds. Единственность через оценку разности двух ограниченных решений.,2375,24.85,1,3,NONE,2,2,"Полное и корректное решение с правильным выводом формулы, доказательством единственности и периодичности.",anthropic/claude-sonnet-4,2148,95
DeepSeek-V4-Flash,DE-3,Дифференциальные уравнения,DE,2,Через характеристическое уравнение системы,3835,46.6,1,3,NONE,2,2,Решение выполнено безупречно через характеристическое уравнение с правильными вычислениями и полным обоснованием всех шагов.,anthropic/claude-sonnet-4,2162,106
DeepSeek-V4-Flash,DE-6,Дифференциальные уравнения,DE,1,3y² − 2x³ = C,548,9.44,1,3,NONE,2,2,Решение выполнено безупречно с правильным применением метода разделения переменных и получением корректного ответа.,anthropic/claude-sonnet-4,944,97
